username,country,score,date_written,positive,negative,tags
María,España,9.0,Escrito en 28 de junio de 2023,"La ubicación es excelente, a un paso del centro histórico pero sin estar en medio del bullicio, lo que permite un buen  descanso. El apartamento en conjunto resulta muy agradable,   la cocina está muy bien equipada.  El parking en el mismo edificio es muy cómodo.",Los edredones tenían manchas que hacian pensar que no estaban limpios. Me puse en contacto via e-mail con la recepción on line (eran las 23:00 +/-) y en 10/15' trajeron a la habitación las sábanas que pedí.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Bárbara,Andorra,9.0,Escrito en 28 de junio de 2023,Muy confortable,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Guadalupe,España,8.0,Escrito en 27 de junio de 2023,la ubicación y la amplitud y confort del apartamento,"los códigos de las puertas no funcionaban siempre. Me parece un poco complicado el hacerlo todo online.el sofá cama estaba un poco estropeado","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches']"
Maria,España,10.0,Escrito en 27 de junio de 2023,Esta muy bien situado y es tranquilo y cómodo.,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Mireia,España,8.0,Escrito en 25 de junio de 2023,Su ubicación,"El sofá cama no era nada cómodo,estaba abombado completamente y era imposible dormir en él","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
José,España,10.0,Escrito en 25 de junio de 2023,"Tenía mis dudas por lo del carácter online de todo, tanto el check in como el checkout, como la contratación de extras, todo a través de la app. Pero todo está muy bien organizado y cuando lo necesite por un problema, me atendieron estupendamente en el teléfono indicado en la APP. Todo limpio, bien dotado el apartamento y la ubicación excelente.",Nada. Todo bien,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Julitog3,España,8.0,Escrito en 22 de junio de 2023,"La ubicación, cerca del centro.
Era bonito, cómodo y limpio","No tenía horno a pesar de que en algunas fotos si que venía.
Tampoco tenía tostador de pan.
No tenía ningún rollo de papel de cocina o servilletas en su defecto","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Leire,España,9.0,Escrito en 22 de junio de 2023,Todo muy limpio y practico.,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jessica,España,10.0,Escrito en 21 de junio de 2023,"La ubicación es excelente, muy cerca del centro de la ciudad","Nada, todo excelente","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Marta,España,8.0,Escrito en 18 de junio de 2023,"Muy bien ubicado, amplio y limpio.","El sofá cama no se desplegaba bien del todo y no era muy cómodo. El horario de salida cada vez más temprano, a las 11 fuera (salvo que pagues más claro).","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Sergio,España,8.0,Escrito en 17 de junio de 2023,La localización y la limpieza,"Se oía mucho el ruido del pasillo aunque no impedía dormir. También he echado en falta algo de complementos alimenticios, por ejemplo, algo de azúcar, café y aceite","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Natpao,España,9.0,Escrito en 17 de junio de 2023,"La ubicación es excelente para movilizarse andando por la ciudad, cerca de comercio y restauración.El edificio y departamento nuevo y limpio.Muy bien equipado,con todo lo necesario.Dos baños exactos amplios y cómodos.Las camas eran muy confortables.","El sofá cama era súper incómodo para dormir y no tenia almohadas para él,hubiese sido mejor poner una cama nido en la habitación individual o un sofá más confortable.
La llave digital no iba bien,costaba mucho que abriera la puerta..Hemos tenido que utilizar los códigos porque solo funcionaba en un móvil.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Christophe,España,9.0,Escrito en 16 de junio de 2023,bastante acogedor,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Soledad,España,8.0,Escrito en 15 de junio de 2023,,"por dejar un comentario, el tema de las máquinas expendedoras, debería de haber más variedad, llegamos tarde y ya no había nada abierto.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
C,España,8.0,Escrito en 14 de junio de 2023,"El apartamento es céntrico. Es cómodo y con todo lo necesario en cuanto a utensilios de cocina y accesorios básicos. Completo en cuanto a electrodomésticos.
Tuvimos un problema con la tv el primer día y nos cambiaron de habitación.
El personal a través del tlf funciona bien y rápido.
No habíamos estado en un apartamento de este tipo con el checking online, pero nos resultó sencillo.
Nos gustó mucho el apartamento y estuvimos 4 días en Vitoria muy bien.
Recomendable calidad/precio.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Miguel,España,7.0,Escrito en 14 de junio de 2023,Ubicacion y precio,Demasiada tecnologia,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Rosa,España,9.0,Escrito en 12 de junio de 2023,ubicación y comodidad,el enchufe que hay en la zona de la cocina està mal situado,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches']"
Josefa,España,10.0,Escrito en 12 de junio de 2023,La ubicación y la habitación excelente.,El cierre de seguridad de las ventanas.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
John,Francia,10.0,Escrito en 9 de mayo de 2023,La ubicación y lo completo que es,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Samanta,España,9.0,Escrito en 9 de mayo de 2023,"Bonito, moderno, limpio, amplio, todos los servicios",La ducha no tenia mampara y acabó todo el baño como una piscina.,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Rasmi,España,7.0,Escrito en 9 de mayo de 2023,El personal por teléfono la verdad muy amable atento más que estuve hablando con Daniel súper amable y el apartamento muy limpio,Era muy difícil de activar la llave y lo más importante que el baño de la habitación matrimonial estaba atascado como la bañera como el lavaba no nos podíamos utilizarlo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Nagore,España,10.0,Escrito en 8 de mayo de 2023,La ubicación y todas las prestaciones que tiene. Muy buena calidad - precio. Además se podía aparcar en las inmediaciones sin pagar.,Nos gustó todo,"['•Viaje de negocios', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Sonia,España,10.0,Escrito en 7 de mayo de 2023,"Nos gustó todo del Apartahotel, muy amplio, todo lo necesario para cocinar, el baño estaba súper bien y grande, y todo muy limpio. Está situado perfectamente tanto para llegar del aeropuerto con el autobús como para ir a ver Vitoria. La chica que nos atendió fue un encantó y nos ayudó con todo! Recomiendo sí o sí.",,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Gloria,España,9.0,Escrito en 5 de mayo de 2023,"Limpio, completo, cómodo y funcional",El tema digital es mucho para mí 😛. Pero si llamas por teléfono te resuelven enseguida. Eso está muy bien,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Belén,España,10.0,Escrito en 5 de mayo de 2023,Ubicación,Sofá cama,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Laura,España,10.0,Escrito en 5 de mayo de 2023,"Tuve un problema con el apartamento y me lo solucionaron super rápido.Està muy bien ubicado sin estar en pleno centro, con lo que se puede aparcar gratis en la calle con facilidad.",Todo genial,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento Estudio', '•Estancia de 1 noche']"
Leire,España,10.0,Escrito en 4 de mayo de 2023,ubicación,las vistas,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Olga,España,8.0,Escrito en 4 de mayo de 2023,"Apartamento espacioso y muy cerca del centro, con utensilios de cocina y baño muy grande",El sofá cama no es muy cómodo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Francisco,España,9.0,Escrito en 4 de mayo de 2023,El apartamento fue muy cómodo y la atención telefónica muy efeciente,Que no hubiera nadie en recepción y todo fuera online,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Cristina,España,9.0,Escrito en 3 de mayo de 2023,"Ubicación, facilidad de parking en las inmediaciones y la facilidad del check in.La habitacion esta totalmente equipada para un par de dias en la ciudad.",Las vistas desde la ventana daban a un patio trasero.,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche']"
Silvia,España,9.0,Escrito en 3 de mayo de 2023,ubicacion,lo de entran con codigos me causo cierto nerviosismo porque no llegabamos a recibir el mail con el numero de apartamento. Hubiera preferido poder ser atendido personalmente por alguien,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches']"
Saray,España,10.0,Escrito en 2 de mayo de 2023,todo,"poco menaje, teniendo en cuenta q hay lavavajillas…","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Lorena,España,8.0,Escrito en 2 de mayo de 2023,"La ubicación genial, a 6 min caminando del casco viejo. En plena calle principal de Vitoria. Apartahotel muy limpio, cómodo y nuevo. En la cocina variedad de utensilios, lavavajillas, lavadora… En el baño hay secador. 
El chek in es sencillo y en el momento que consigues el codigo de la llave es sencillo acceder.","Hay parking, pero son 14€/dia. Nosotras hemos aparcado en los alrededores, hay bastante “zona blanca”.
El desayuno que ofrecen podría ser mucho mejor y completo.
Éramos 3 personas y solamente teniamos 2 toallas, no hay personal en el hotel, es todo por internet, he intentado ponerme en contacto para solucionar el problema, pero hablar con un robot es un poco difícil…😵‍💫","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,8.0,Escrito en 30 de abril de 2023,La habitación cómoda y amplia.,"El mantenimiento de la habitación, las cortinas estaban rotas y no se podían cerrar para tener intimidad, la cisterna del baño no tenía suficiente potencia y la escobilla se rompía.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Zurineka,España,10.0,Escrito en 25 de abril de 2023,La ubicación y la limpieza.,"Tener q hacer todo on line y la incertidumbre de claves y horarios. 
Pero todo salió perfecto para la primera vez q reservábamos con este sistema y no ser expertos en las nuevas formas de hotel sin personal.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
María,España,10.0,Escrito en 19 de abril de 2023,Buena porque para nuestros asuntos de maravilla,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Baltasar,España,8.0,Escrito en 19 de abril de 2023,Las instalaciones,El check-in on line es el peor que he visto. No llega a escanear el DNI por lo que hay que cumplimentar todos los datos de los viajeros en el hall. Cuando reservas te cargan 1 euro que no te devuelven y que no figura en el precio de la habitación,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Raquel,España,7.0,Escrito en 18 de abril de 2023,Ubicación y sentir que había lo necesario,El horario. Quizas la salida mejor a las 12:00. Y el horario del parking que se pueda usar más tiempo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Japaspe,España,7.0,Escrito en 18 de abril de 2023,,Todo por internet. Muy impersonal. No puedes hablar con nadie si tienes problemas,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jaime,España,10.0,Escrito en 18 de abril de 2023,"Apartahotel impecable en todos los aspectos, limpieza, modernidad, servicios. Una maravilla de alojamiento",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Itsaso,España,7.0,Escrito en 17 de abril de 2023,"Ubicación perfecta. Ático con terraza espacioso luminoso y cómodo. La limpieza correcta aunque se podría mejorar. 
Ningún problema de acceso.
Todo correcto.","Quizá la limpieza de zonas comunes. Aún así, nada grave.","['•Viaje de ocio', '•Pareja', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Soledad,España,10.0,Escrito en 17 de abril de 2023,Son apartamentos grandes limpios y muy silenciosos.,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Alberto,España,8.0,Escrito en 17 de abril de 2023,"La ubicación es muy buena, cerca del casco histórico. Buena insonorización de las habitaciones.","El colchón del sofá cama, es muy mejorable.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Ma(h)ou,España,8.0,Escrito en 28 de marzo de 2023,"Ubicación y comodidad. El apartamento, muy completo.","Que no haya personal. No tuvimos ningún problema importante, ""la llave"" abría la puerta de la calle pero no la de la habitación, nada que no pudiéramos arreglar con el código que proporcionaban, pero que no haya nadie en recepción, sobre todo, no nos terminó de gustar. Cualquiera aprovechaba para entrar cuando abrías el portal, no sabías si eran miembros del ""personal invisible"", otros huéspedes o quién.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 28 de marzo de 2023,"El apartamento es perfecto. Muy amplio, la cocina muy completa, el salón y la habitación enormes. El baño muy amplio, hemos podido descansar perfectamente. Un supermercado debajo de los apartamentos y parking propio, pero sin problemas para aparcar en las calles de alrededor.","El sofá cama, mejor para niños, el cochon es muy finito.","['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 28 de marzo de 2023,Apartamentos muy modernos y céntricos para moverte a pie por la ciudad.  Tuvimos un pequeño problema con una de las habitaciones que reservamos pero lo solucionaron al momento.,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Maria,España,10.0,Escrito en 28 de marzo de 2023,"El servicio telefónico estuvo disponible en todo momento y fueron muy amables. La cocina y su equipamiento en perfecto estado de conservación y funcionamiento. El apartamento en general muy bonito. Con una gran televisión y conexiones muy buenas. Está ubicado en una zona céntrica y tiene cerca servicios de todo tipo.","Aparcar por los alrededores es muy difícil pero bueno, el hotel tiene aparcamiento de pago que es muy cómodo de utilizar.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 3 noches']"
Maria,España,7.0,Escrito en 27 de marzo de 2023,"El apartaments está muy bien, però pagamos un poco más por una habitación más, y gener vistas, y Mas ventanas daban a un patio de manzana són ningún atractivo, adjunto foto.","El proceso de check-in, y la abertura de puertas, en la calle y en el piso del apartamento depende de tu móvil, y eso no lo veo bien, no se puedes depender del móvil para poder entrar. Esto no lo sabes, hasta que no has pagado la reserva. Debería avisar antes, durante el proceso de reserva.","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Mercodes,España,9.0,Escrito en 27 de marzo de 2023,"Ubicación, servicios,",Todo correcto,"['•Viaje de negocios', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches']"
Olga,España,9.0,Escrito en 25 de marzo de 2023,"Ubicación excelente. Apartamento amplio, cómodo y son nada de ruido. Con lo necesario para, en nuestro caso, una estancia corta.",Quizá pienso que con dos ascensores se queda corto para la cantidad de apartamentos que hay,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 6 noches', '•Enviado por móvil']"
Alvaro,España,9.0,Escrito en 24 de marzo de 2023,"Zona blanca alrededor para aparcar, apartamento amplio, limpio, comodo y bien equipado. Aunque no veas a nadie de personal al llamar al telefonillo de la puerta en seguida me ayudaron.",Me faltó un kit de cocina al menos con un estropajo y una balleta.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Cristina,España,10.0,Escrito en 21 de marzo de 2023,todo,nada,"['•Viaje de negocios', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
José,España,10.0,Escrito en 21 de marzo de 2023,"Todo en general sobre todo el personal de portería. Que me ayudó  mucho con la informática,  muchas gracias.","No hay nada que no megustara, muchas gracias.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,8.0,Escrito en 20 de marzo de 2023,ubicación y comodidad del apartamento,la limpieza un poco mejorable aunque no es que estuviera muy sucio,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
David,España,7.0,Escrito en 20 de marzo de 2023,limpio y bien ubicado,"ajustar el precio en un establecimiento sin atención en personacuidar pequeños detalles","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Montserrat,España,10.0,Escrito en 20 de marzo de 2023,"muy acogedor y todo muy bien detallado (cocina, secador, toallas…)",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Tesbos,España,9.0,Escrito en 19 de marzo de 2023,"La ubicación, limpieza y silencio","Faltaban servilletas de papel y un trapo de cocina, por ponerle alguna pega","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Gaizka,España,9.0,Escrito en 19 de marzo de 2023,La instalación es muy cómoda,Faltaba un poco de limpieza,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Idoiai,España,9.0,Escrito en 16 de marzo de 2023,"La ubicación
La limpieza",,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pilar,España,8.0,Escrito en 16 de marzo de 2023,"Apartamento muy amplio, cómodo, bien ubicado.",,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Nerea,España,10.0,Escrito en 13 de marzo de 2023,Agradable y buena ubicación,La hora de salida del apartamento,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Carlos,España,9.0,Escrito en 12 de marzo de 2023,Apartamentos modernos y prácticos. Buena ubicación.,"Al no haber recepción física, llegamos 5 minutos antes de las 15h y no es posible entrar en la habitación hasta que sea la hora exacta independientemente de que la habitación esté lista. Es lo que tienen máquinas...","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Mikel,España,8.0,Escrito en 12 de marzo de 2023,La ubicación es muy buena. El entorno es tranquilo. La habitación dispone de todas las facilidades. El baño es muy amplio y la cama muy cómoda,"La ducha no tiene plato, ni está separada del propio baño por mampara. No tragaba bien el agua y todo el baño se llenaba de agua, aunque entiendo que es un problema puntual en nuestra habitación, del que dimos parte al servicio para que lo reparen","['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Isra,España,7.0,Escrito en 9 de marzo de 2023,"moderno, bastante limpio",no había papel de wc y aun poniendo el termostato a 15 grados hizo mucha calor toda la noche.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pamela,España,10.0,Escrito en 8 de marzo de 2023,"La ubicación super cerca al casco antiguo, de las tiendas y a 20 min andando a la estación central de Vitoria  y la limpieza de apartamento en general. Tenia todo lo necesario para cocinar y comer.","El colchón del sofá cama. Tenía moho la parte de abajo y era un poco incómodo. Pero lo demás de lo lujo.
La forma del check-in es todo online o por app.
Recomiendo apuntar en un papel el número para abrir las puertas, porque si te quedas sin batería no podrás abrir, pero no obstante hay un telefonillo para que puedan ayudar.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Gómez,España,9.0,Escrito en 7 de marzo de 2023,"Ubicación, limpieza","No hay personal, es todo virtual. No esperes que haya sal o aceite en la cocina","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Vanesa,España,9.0,Escrito en 7 de marzo de 2023,todo,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Naya,España,8.0,Escrito en 6 de marzo de 2023,Muy cómodo y tranquilo. Muy bien ubicado y muy limpio.,"Es muy impersonal, pero tampoco es que sea negativo. Nosotros no tuvimos ningún problema para entrar o registrarnos.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Lopez,España,4.0,Escrito en 26 de noviembre de 2025,El personal y la Ubicacion,Es un poco cutre para el precio que tiene.,"['•Viaje de negocios', '•Pareja', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Rober,España,6.0,Escrito en 16 de noviembre de 2025,"La ubicación perfecta, lugar tranquilo y perfectamente situado.","Las camas y el sofá cama es indigno para un alojamiento de 190€ la noche. La habitación huele a perro, puesto que esta permitido el acceso de mascotas y el olor no desaparece si no se limpia a conciencia.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Nuria,España,1.0,Escrito en 5 de noviembre de 2025,"No puedo valorar la reserva, cuando Booking me cancelo la reserva el mismo dia por la mañana. Sin ningun tipo de explicacionTenia pagado el alojamienot desde hacia 2 dias, y habia hecho el ckeking el dia antes, recibiendo el codigo para poder entrar.Hice el viaje a Vitoria, en vano. No habia disponibilidad de habitaciones en Vitoria.Booking realmente mal.",,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Eva,España,6.0,Escrito en 14 de septiembre de 2025,"La localización, no muy lejos del centro pero tampoco en medio de la fiesta.
Las toallas, eran grandes y maravillosas.","Muy caro para lo pequeño que es, dormí en el sofá cama y se hundía, estaba muy trillado y no me podía mover por el ruido que hacía. Solo dos butacas para comer cuando me lo vendes como un apartamento para tres?","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Marina,España,6.0,Escrito en 24 de agosto de 2025,"Ubicación, zona con mucho aparcamiento y a 15 minutos andando del centro. 
Bien aislado de ruidos.","El apartamento estaba bien pero algo sucio. 
Las fundas del edredón y de las almohadas del sofá cama parecía  que estaban sin lavar y algunas toallas de la ducha tenian un color amarillento.  El resto de sábanas estaban bien. 
En el suelo habia manchas también. 
La tostadora no funcionaba y el sofá cama estaba un poco deteriorado, pero pudimos usarlo.
Únicamente pasamos una noche y no intentamos solucionarlo, así que no puedo valorar el servicio de recepción.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Aplaca2,España,4.0,Escrito en 22 de agosto de 2025,El apartamento era bonito y está en una buena zona,"No entendemos como no hay un mantenimiento de la habitación diario o cada 2 dias. Solo ofrecen uno gratuito cada 8 días de estancia. Siendo así, no entendemos tampoco que no dejen un kit de limpieza básico. La estancia no incluye nada de eso, todo es a base de pagar extras. Limpieza un extra, kit de limpieza otro extra, entrada al hotel antes de las 3 otro extra y así con todo. 
Por otro lado el sofá cama está totalmente destrozado, es como un acordeón que se hunde por todos lados. Así como las almohadas, no pueden ser más incómodas, dónde apoyas la cabeza se queda sin relleno y se va para los lados.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Geno,España,5.0,Escrito en 19 de agosto de 2025,Las vista,"Salía poca presión del grifo de la ducha del lavabo ,","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 7 noches', '•Enviado por móvil']"
Jose,España,3.0,Escrito en 11 de agosto de 2025,Situación,El acceso a la puerta de la habitación dejó de funcionar al día siguiente de entrar. El sofá cama es muy incómodo. Nos Dan información incorrecta con el horario de desayuno.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Roberto,España,6.0,Escrito en 6 de agosto de 2025,Ubicación e instalaciones,La cama sofá estaba rota e incómoda,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Cristina,España,6.0,Escrito en 21 de julio de 2025,"La ubicación excelente, pero en el apartamento había cosas mal, como el sofá muy incómodo y los grifos del baño no iban bien.",La presión del agua en la ducha.,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Crespo,España,1.0,Escrito en 19 de julio de 2025,,"Muy descontenta. Contraté servicio de Parking por 14 euros a mayores y no había plazas libres.
El coche lo tuvimos que dejar en la calle.
Por favor que se ponga alguna persona en contacto conmigo para la devolución del importe del parking. Sino pondré una hoja de reclamación.","['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Susana,España,5.0,Escrito en 15 de julio de 2025,"La ubicación lo mejor. El apartamento estaba bastante nuevo.","Poco servicio de cocina y baño (no había trapos ni bayetas, ni secador, etc.)No había productos de limpieza (no había fregona, ni escoba)","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches']"
Julian,Francia,2.0,Escrito en 11 de julio de 2025,,"Personal extremadamente poco cooperativo. Necesitaba un apartamento más grande, que estaba disponible para el mismo día, y se negaron categóricamente a cambiarlo, ni siquiera pagando la diferencia. Obligándome en todo caso a tomar otro apartamento entero. Una suerte de chantaje, ya que el cambio era posible. Horas de llamadas, ningún resultado.","['•Viaje de negocios', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Moran,España,6.0,Escrito en 6 de julio de 2025,La ubicación,Que no hubiera nada para limpiar los cubiertos platos y demás,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
