username,country,score,date_written,positive,negative,tags,hotel
Maria,España,10.0,Escrito en 27 de mayo de 2025,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Mercedes,España,9.0,Escrito en 20 de mayo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Paula,España,7.0,Escrito en 19 de mayo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Jonathan,España,10.0,Escrito en 19 de mayo de 2025,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Jorge,España,9.0,Escrito en 19 de mayo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Raquel,España,10.0,Escrito en 18 de mayo de 2025,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Rivas,España,8.0,Escrito en 17 de mayo de 2025,,,"['•Viaje de negocios', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Endika,España,9.0,Escrito en 11 de mayo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Sandra,España,10.0,Escrito en 5 de marzo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Ernesto,España,9.0,Escrito en 5 de marzo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Miguel,España,10.0,Escrito en 4 de marzo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Marcos,España,8.0,Escrito en 4 de marzo de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Jon,España,9.0,Escrito en 3 de marzo de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Virginia,España,10.0,Escrito en 3 de marzo de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Carmen,España,9.0,Escrito en 2 de marzo de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']",Vitoria
Alejandro,España,7.0,Escrito en 2 de marzo de 2025,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Ander,España,9.0,Escrito en 2 de marzo de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Blanco,España,7.0,Escrito en 2 de marzo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Toni,España,8.0,Escrito en 2 de marzo de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Esther,España,9.0,Escrito en 2 de marzo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Ana,España,10.0,Escrito en 1 de marzo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Jacobo,España,10.0,Escrito en 1 de marzo de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Eva,España,7.0,Escrito en 27 de febrero de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Miguel,España,8.0,Escrito en 27 de febrero de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']",Vitoria
David,España,8.0,Escrito en 26 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
Oscar,España,8.0,Escrito en 26 de febrero de 2025,,,"['•Persona que viaja sola', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Zc88,España,9.0,Escrito en 25 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
David,España,9.0,Escrito en 24 de febrero de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Elena,España,9.0,Escrito en 21 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Manuel,España,10.0,Escrito en 19 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
José,España,9.0,Escrito en 17 de febrero de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Anne,España,10.0,Escrito en 15 de febrero de 2025,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Fátima,España,7.0,Escrito en 13 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Maku,España,8.0,Escrito en 9 de enero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Adolfo,España,8.0,Escrito en 9 de enero de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Ana,España,9.0,Escrito en 9 de enero de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Francisco,España,9.0,Escrito en 8 de enero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 5 noches', '•Enviado por móvil']",Vitoria
Antonio,España,10.0,Escrito en 5 de enero de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,España,10.0,Escrito en 5 de enero de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Francisco,España,7.0,Escrito en 5 de enero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Luis,Chile,8.0,Escrito en 4 de enero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 9 noches', '•Enviado por móvil']",Vitoria
Díaz,España,10.0,Escrito en 4 de enero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Juan,España,8.0,Escrito en 3 de enero de 2025,,,"['•Con una mascota', '•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']",Vitoria
Eva,España,9.0,Escrito en 31 de diciembre de 2024,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Elvira,España,10.0,Escrito en 28 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Sergio,España,7.0,Escrito en 28 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ana,España,8.0,Escrito en 26 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Gabaldon,España,7.0,Escrito en 22 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Manuel,España,8.0,Escrito en 21 de diciembre de 2024,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Félix,España,8.0,Escrito en 20 de diciembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ada,España,8.0,Escrito en 20 de diciembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Angela,España,10.0,Escrito en 19 de diciembre de 2024,,,"['•Viaje de negocios', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Mª,España,10.0,Escrito en 19 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Iratxe,España,9.0,Escrito en 18 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Vavera,Colombia,10.0,Escrito en 17 de diciembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Almudena,España,9.0,Escrito en 17 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Martina,España,10.0,Escrito en 17 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Diana,España,8.0,Escrito en 16 de diciembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Gusyalfaro,España,9.0,Escrito en 21 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Monica,España,10.0,Escrito en 20 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Luis,España,10.0,Escrito en 20 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
Jose,España,9.0,Escrito en 19 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Colinas,España,8.0,Escrito en 18 de octubre de 2024,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Silvia,España,9.0,Escrito en 17 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Susi,España,9.0,Escrito en 16 de octubre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Elisa,España,10.0,Escrito en 15 de octubre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Fernando,España,9.0,Escrito en 15 de octubre de 2024,,,"['•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Ricardo,España,8.0,Escrito en 14 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Emma,España,9.0,Escrito en 13 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Pilar,España,9.0,Escrito en 13 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Marina,España,10.0,Escrito en 13 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Rodrigo,España,10.0,Escrito en 13 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Jefferson,Bélgica,10.0,Escrito en 11 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Miguel,España,9.0,Escrito en 10 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Juan,España,8.0,Escrito en 10 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
Lexuri,España,8.0,Escrito en 8 de octubre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']",Vitoria
Beatriz,España,7.0,Escrito en 6 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Josefa,España,9.0,Escrito en 5 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
